fighter,height_cm,reach_cm,weight_kg,stance,age,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg
Austin Lingo,177.8,177.8,65.8,Orthodox,32.2,3.57,0.44,3.17,0.62,1.0,0.66,0.76,0.0
Rocky Long,,,65.8,,48.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Longacre,175.3,,65.8,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Loma Lookboonmee,154.9,154.9,52.2,Orthodox,30.7,5.16,0.55,3.09,0.59,0.67,0.25,0.72,0.0
Lucas Lopes,188.0,,83.9,,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ivan Lopez,167.6,,61.2,Southpaw,,0.9,0.26,2.24,0.65,0.0,0.0,0.3,0.0
Dileno Lopes,165.1,,61.2,,42.0,2.37,0.36,3.33,0.53,2.5,0.31,1.0,1.5
Federico Lopez,162.6,,63.0,Orthodox,,1.78,0.23,5.35,0.3,0.0,0.0,0.0,0.0
Steve Lopez,180.3,,70.3,Orthodox,42.1,1.39,0.24,2.69,0.62,0.0,0.0,0.37,0.0
Jorge Lopez,177.8,,77.1,Orthodox,37.8,2.47,0.59,2.57,0.5,3.5,0.41,0.81,0.0
Christopher Lopez,177.8,,77.1,,40.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gustavo Lopez,165.1,170.2,61.2,Orthodox,37.2,2.24,0.41,4.65,0.51,1.07,0.5,0.27,0.5
Matthew Lopez,170.2,175.3,61.2,Southpaw,39.7,3.13,0.5,3.73,0.55,3.32,0.6,0.71,1.3
Nate Loughran,188.0,,83.9,Orthodox,46.2,1.81,0.4,4.11,0.59,0.0,0.0,0.0,2.1
Brendan Loughnane,177.8,177.8,65.8,Switch,36.8,6.23,0.63,6.7,0.53,1.5,0.3,0.92,0.0
Benito Lopez,177.8,185.4,61.2,Switch,32.5,4.49,0.44,4.8,0.58,0.0,0.0,0.78,0.3
Rashard Lovelace,,,70.3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ian Loveland,172.7,,65.8,Orthodox,43.0,2.71,0.4,2.36,0.64,1.0,0.37,0.69,0.3
Waylon Lowe,170.2,,65.8,Southpaw,45.9,1.88,0.55,2.4,0.53,4.47,0.55,0.83,0.3
Jakob Lovstad,190.5,,93.0,Orthodox,,0.0,0.0,9.43,0.35,0.0,0.0,0.0,0.0
Brandon Lowe,,,70.3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Lucas,185.4,,93.0,,,1.27,0.48,3.93,0.4,1.0,0.1,0.0,0.0
Robert Lucarelli,188.0,,111.1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cleber Luciano,167.6,,70.3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Lowry,180.3,185.4,70.3,Orthodox,36.8,3.97,0.34,4.25,0.63,0.0,0.0,0.0,0.0
Duane Ludwig,177.8,177.8,77.1,Orthodox,48.1,4.62,0.44,3.05,0.57,0.43,0.25,0.59,0.1
Alexandru Lungu,182.9,,174.6,Orthodox,52.1,3.61,0.66,7.22,0.4,0.0,0.0,0.0,0.0
Thaddeus Luster,190.5,,95.3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dalcha Lungiambula,172.7,193.0,83.9,Orthodox,39.1,1.85,0.5,2.27,0.43,2.07,0.5,0.75,0.0
Mike Lullo,172.7,,65.8,Orthodox,47.2,2.48,0.36,4.84,0.4,1.18,0.11,0.0,0.6
Travis Lutter,180.3,190.5,83.9,Orthodox,53.4,0.41,0.32,2.42,0.42,1.95,0.24,0.3,0.7
Tucker Lutz,172.7,182.9,70.3,Orthodox,32.2,4.33,0.49,2.8,0.47,2.0,0.57,0.81,0.5
Vicente Luque,180.3,190.5,77.1,Orthodox,34.8,5.72,0.53,5.82,0.52,0.68,0.5,0.64,0.8
Lv Zhenhong,172.7,170.2,65.8,Switch,33.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stevie Lynch,177.8,,77.1,Orthodox,,2.47,0.25,7.06,0.41,0.0,0.0,0.0,0.0
Adam Lynn,177.8,,70.3,Orthodox,,1.47,0.63,6.95,0.1,0.0,0.0,0.5,0.0
Chris Lytle,180.3,172.7,77.1,Orthodox,52.1,3.76,0.45,3.03,0.58,0.7,0.55,0.55,2.4
Dong Hyun Ma,180.3,177.8,70.3,Orthodox,38.0,2.84,0.41,4.1,0.54,1.27,0.53,0.33,0.0
William Macario,180.3,190.5,77.1,Orthodox,35.2,4.92,0.54,3.96,0.65,1.85,0.45,0.78,0.0
Jason MacDonald,190.5,203.2,83.9,Orthodox,51.3,1.55,0.52,2.7,0.46,1.43,0.16,0.35,2.0
Rob MacDonald,190.5,198.1,93.0,Orthodox,48.0,1.8,0.5,2.04,0.46,7.19,0.8,0.8,5.4
Rory MacDonald,182.9,193.0,77.1,Orthodox,37.2,3.75,0.42,2.8,0.62,1.77,0.47,0.88,0.4
Ryan MacDonald,180.3,180.3,61.2,Switch,33.5,2.28,0.29,6.49,0.45,0.0,0.0,0.0,0.0
Veronica Macedo,162.6,162.6,56.7,Southpaw,30.9,3.13,0.39,5.06,0.43,0.57,0.18,0.46,0.6
Clayton MacFarlane,,,77.1,,,1.33,0.52,1.82,0.55,1.05,0.33,0.37,0.0
War Machine,180.3,,77.1,Orthodox,44.8,2.32,0.6,3.17,0.43,1.16,0.5,0.4,0.0
Anthony Macias,175.3,,83.9,Switch,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lyoto Machida,185.4,188.0,83.9,Southpaw,48.3,2.59,0.53,1.57,0.61,1.21,0.65,0.75,0.4
Ryan Madigan,182.9,,77.1,Orthodox,,0.0,0.0,3.35,0.47,0.0,0.0,0.0,0.0
Pauline Macias,162.6,162.6,52.2,Southpaw,38.2,0.8,0.29,4.6,0.42,2.0,0.18,0.0,0.0
Don Madge,182.9,182.9,70.3,Southpaw,35.9,2.08,0.52,0.74,0.67,2.22,0.25,0.8,0.7
Ilima Macfarlane,162.6,,56.7,,,4.13,0.43,2.93,0.65,0.0,0.0,0.5,1.0
Mark Madsen,172.7,182.9,70.3,Orthodox,42.0,2.28,0.42,2.53,0.46,8.33,0.64,0.0,0.0
Jon Madsen,182.9,182.9,108.9,Orthodox,46.6,2.46,0.41,1.18,0.81,1.32,0.71,0.7,0.0
Yoshiro Maeda,170.2,172.7,63.0,Southpaw,44.9,2.36,0.33,2.55,0.63,2.93,0.51,0.5,0.7
Vinicius Magalhaes,,,65.8,,55.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vinny Magalhaes,190.5,190.5,93.0,Orthodox,42.2,2.14,0.24,3.97,0.68,1.55,0.44,0.66,0.8
Bernardo Magalhaes,175.3,,70.3,Orthodox,45.5,1.8,0.27,3.37,0.68,0.0,0.0,0.0,0.5
Eric Magana,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caio Magalhaes,185.4,185.4,83.9,Orthodox,38.8,2.27,0.4,2.78,0.56,1.05,0.15,0.58,1.6
Brandon Magana,,,77.1,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reza Madadi,180.3,185.4,70.3,Orthodox,48.3,2.51,0.46,3.31,0.66,3.17,0.33,0.89,0.5
Angela Magana,154.9,165.1,52.2,Orthodox,43.1,1.53,0.28,4.92,0.42,0.4,0.25,0.28,0.4
Neil Magny,190.5,203.2,77.1,Orthodox,39.1,3.67,0.47,2.05,0.56,2.46,0.45,0.57,0.3
Rashid Magomedov,175.3,177.8,70.3,Orthodox,41.8,4.4,0.49,3.05,0.54,0.67,0.57,0.89,0.2
Ruslan Magomedov,190.5,198.1,109.8,Orthodox,39.8,4.02,0.47,1.47,0.66,0.33,1.0,0.88,0.0
Ibragim Magomedov,182.9,,113.4,Orthodox,,0.26,0.04,3.86,0.42,0.0,0.0,0.0,0.0
John Maguire,175.3,175.3,70.3,Southpaw,43.3,1.41,0.41,2.44,0.65,2.8,0.46,0.77,1.1
Zabit Magomedsharipov,185.4,185.4,65.8,Orthodox,35.6,4.89,0.48,3.0,0.64,5.22,0.56,0.77,0.8
Lolohea Mahe,,,,,,1.71,0.29,6.92,0.4,2.44,0.4,0.0,0.0
Leonardo Mafra,177.8,177.8,70.3,Orthodox,37.4,4.55,0.48,4.38,0.43,2.12,0.83,0.69,0.4
Michelle Maher,,,65.8,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bill Mahood,190.5,,90.7,Orthodox,59.6,1.54,0.85,3.59,0.17,0.0,0.0,0.0,3.9
Levan Makashvili,172.7,172.7,65.8,Orthodox,37.7,2.87,0.54,2.07,0.61,3.67,0.42,0.85,0.0
Jennifer Maia,162.6,162.6,56.7,Orthodox,38.0,3.34,0.39,3.52,0.52,0.34,0.5,0.56,0.2
Klayton Mai,175.3,,56.7,,39.8,1.53,0.42,1.02,0.63,3.83,1.0,0.0,7.7
John Makdessi,172.7,172.7,70.3,Orthodox,41.4,5.36,0.51,3.76,0.7,0.0,0.0,0.88,0.0
Demian Maia,185.4,182.9,77.1,Southpaw,48.9,1.82,0.43,2.03,0.63,2.55,0.26,0.61,1.0
Aliev Makhmud,167.6,,88.5,Southpaw,56.6,1.12,0.3,2.24,0.36,2.1,0.5,0.0,0.0
Islam Makhachev,177.8,177.8,70.3,Southpaw,34.9,2.0,0.56,0.77,0.7,3.46,0.68,0.93,1.0
Marvin Maldonado,167.6,,61.2,,,0.87,0.56,3.47,0.43,0.0,0.0,0.2,0.0
Zach Makovsky,162.6,162.6,56.7,Southpaw,43.4,1.94,0.43,2.24,0.62,3.71,0.3,0.56,0.3
Jeremy Malaterre,180.3,,70.3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabio Maldonado,185.4,190.5,93.0,Orthodox,46.5,5.29,0.58,4.31,0.53,0.44,0.57,0.61,0.6
Nazareno Malegarie,172.7,,70.3,,40.4,3.87,0.34,3.27,0.69,1.0,0.33,0.0,0.0
Carl Malenko,180.3,,90.7,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bea Malecki,175.3,188.0,61.2,Orthodox,35.1,6.78,0.46,6.14,0.62,0.0,0.0,0.78,1.4
Jacob Malkoun,175.3,185.4,83.9,Orthodox,31.1,0.0,0.0,23.33,0.36,0.0,0.0,0.0,0.0
Nate Maness,177.8,182.9,61.2,Orthodox,35.2,2.4,0.45,4.63,0.45,1.33,0.66,0.88,0.7
Michael Mangan,,,70.3,,,1.94,0.33,4.52,0.46,19.35,0.5,1.0,0.0
Mike Malott,182.9,,65.8,,,4.53,0.36,4.53,0.51,2.0,0.33,0.0,0.0
Troy Mandaloniz,175.3,,77.1,Orthodox,46.6,3.52,0.56,4.71,0.63,3.1,0.66,0.57,0.0
Jon Manley,185.4,,77.1,Orthodox,40.2,1.13,0.2,4.33,0.45,1.0,0.07,0.2,0.0
Melchor Manibusan,165.1,,69.9,Southpaw,49.7,1.58,0.54,5.79,0.15,0.0,0.0,0.0,0.0
Gary Mangat,170.2,,61.2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Melvin Manhoef,175.3,,83.9,Orthodox,50.4,3.52,0.48,2.64,0.51,0.33,0.25,0.78,0.0
Chris Manuel,175.3,,61.2,Orthodox,39.2,2.53,0.4,2.67,0.66,1.0,0.2,1.0,0.0
Steve Mann,185.4,,77.1,,,3.18,0.7,0.66,0.57,1.64,1.0,0.6,0.0
Cristiano Marcello,175.3,182.9,70.3,Orthodox,48.8,2.56,0.33,3.61,0.58,0.44,0.11,0.2,0.9
Jimi Manuwa,185.4,200.7,93.0,Orthodox,46.6,3.43,0.54,3.97,0.49,0.53,0.18,0.7,0.4
Jose Maria,165.1,,56.7,Orthodox,44.7,3.2,0.53,3.98,0.52,2.32,0.27,0.33,2.3
Enrique Marin,177.8,,77.1,,40.1,1.43,0.33,3.0,0.5,2.5,0.38,0.6,1.0
Marcos Mariano,185.4,193.0,70.3,Switch,39.9,0.25,0.27,2.11,0.43,0.0,0.0,0.28,0.0
Ronny Markes,185.4,190.5,83.9,Orthodox,38.4,2.17,0.53,2.43,0.45,3.13,0.4,1.0,0.5
Rory Markham,182.9,180.3,77.1,Orthodox,44.5,1.98,0.21,10.27,0.45,0.0,0.0,0.0,0.0
Christina Marks,170.2,175.3,56.7,Orthodox,40.9,5.0,0.58,3.0,0.64,7.5,1.0,0.0,0.0
Randa Markos,162.6,160.0,52.2,Orthodox,41.1,2.85,0.41,3.2,0.59,1.23,0.28,0.57,0.2
Nate Marquardt,182.9,188.0,83.9,Orthodox,47.4,2.71,0.49,2.32,0.55,1.87,0.51,0.7,0.8
Danilo Marques,198.1,195.6,93.0,Orthodox,40.7,1.81,0.88,1.41,0.5,4.83,0.34,0.0,1.2
Carmelo Marrero,182.9,185.4,93.0,Orthodox,45.7,0.84,0.34,2.04,0.54,3.21,0.36,0.36,0.9
Julian Marquez,188.0,182.9,83.9,Orthodox,36.4,3.5,0.4,2.98,0.52,0.0,0.0,0.53,3.4
Cesar Marscucci,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CJ Marsh,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Marsh,182.9,,120.2,Orthodox,56.0,0.83,0.42,2.23,0.4,0.43,1.0,0.54,0.4
Eliot Marshall,188.0,195.6,93.0,Orthodox,46.2,1.93,0.27,2.39,0.67,0.47,0.33,0.79,0.9
David Marshall,188.0,,77.1,,42.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Marshman,182.9,185.4,83.9,Orthodox,36.8,2.74,0.25,4.19,0.56,0.0,0.0,0.2,0.0
Doug Marshall,177.8,,93.0,Orthodox,51.0,6.99,0.46,4.02,0.6,0.0,0.0,0.66,2.4
Terry Martin,172.7,180.3,83.9,Orthodox,46.0,2.82,0.43,3.13,0.54,3.1,0.42,0.92,0.0
Eric Martin,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dave Martin,182.9,,93.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Martin,182.9,,83.9,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Martin,175.3,,77.1,,,0.73,0.4,2.4,0.45,0.0,0.0,0.16,0.0
Michal Martinek,188.0,,104.3,Southpaw,36.4,2.45,0.53,4.29,0.51,0.0,0.0,0.0,0.0
Mallory Martin,162.6,160.0,52.2,Orthodox,32.6,3.99,0.59,5.53,0.58,3.37,0.63,0.25,0.5
Rainy Martinez,182.9,,90.3,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Rocco Martin,182.9,185.4,77.1,Orthodox,36.8,2.68,0.37,2.59,0.58,0.71,0.27,0.68,1.0
Danny Martinez,167.6,170.2,56.7,Orthodox,41.3,2.73,0.28,3.77,0.63,3.0,0.45,0.36,0.0
Henry Martinez,170.2,175.3,70.3,Southpaw,43.1,2.79,0.25,4.01,0.6,0.0,0.0,0.8,0.0
Alonzo Martinez,177.8,,70.3,,42.4,3.07,0.27,7.33,0.52,0.0,0.0,0.0,0.0
Jonathan Martinez,172.7,177.8,61.2,Southpaw,32.4,4.27,0.46,3.81,0.58,0.48,0.37,0.63,0.0
Andrew Martinez,175.3,,97.5,,,3.4,0.31,2.3,0.47,1.5,0.5,0.0,0.0
Victor Martinez,177.8,,70.3,,35.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roque Martinez,177.8,182.9,113.4,Orthodox,40.6,2.67,0.51,4.68,0.59,0.62,0.5,0.16,0.0
Mana Martinez,177.8,177.8,61.2,Orthodox,30.5,2.11,0.62,1.27,0.5,0.0,0.0,0.0,6.3
Poppies Martinez,175.3,,65.8,,43.1,2.88,0.5,2.16,0.51,1.54,0.33,0.5,9.2
Wagner da Conceicao Martins,200.7,,176.9,Orthodox,48.3,1.91,0.37,5.43,0.42,2.2,1.0,1.0,0.0
Adriano Martins,177.8,182.9,70.3,Southpaw,43.8,1.8,0.38,2.14,0.65,0.83,0.8,0.81,0.4
Lucas Martins,182.9,182.9,65.8,Southpaw,37.9,2.87,0.35,4.14,0.6,0.0,0.0,0.76,0.5
Jameel Massouh,177.8,182.9,65.8,Orthodox,42.0,1.91,0.54,2.62,0.55,0.67,0.15,0.5,0.7
Mike Massenzio,188.0,185.4,83.9,Southpaw,43.9,2.08,0.45,3.59,0.54,2.74,0.24,0.5,1.4
Shoji Maruyama,170.2,,63.0,Orthodox,43.4,1.4,0.63,0.27,0.55,0.0,0.0,0.54,0.0
Max Martyniouk,,,70.3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bristol Marunde,185.4,190.5,77.1,Orthodox,44.4,1.42,0.21,4.4,0.47,1.6,0.33,0.14,0.0
Jorge Masvidal,180.3,188.0,77.1,Orthodox,41.9,4.2,0.47,3.0,0.65,1.57,0.59,0.77,0.4
Tiffany Masters,160.0,165.1,52.2,Orthodox,32.1,3.53,0.62,2.58,0.5,3.06,0.6,0.0,0.0
Tateki Matsuda,170.2,,56.7,Orthodox,40.6,3.2,0.34,3.43,0.69,0.0,0.0,0.16,0.0
Naoki Matsushita,167.6,,70.3,Orthodox,,3.3,0.32,2.2,0.63,1.5,1.0,0.0,0.0
AJ Matthews,180.3,,83.9,,,5.11,0.52,4.96,0.51,0.0,0.0,1.0,0.0
Koichiro Matsumoto,170.2,,65.8,,40.5,1.9,0.26,3.5,0.31,0.0,0.0,0.0,0.0
Daijiro Matsui,175.3,,90.7,Orthodox,53.8,0.84,0.45,1.69,0.55,1.83,0.3,0.43,0.4
Jake Matthews,180.3,185.4,77.1,Orthodox,32.1,3.03,0.44,2.16,0.61,1.93,0.41,0.66,0.6
Claudio Mattos,,,83.9,Orthodox,,0.0,0.0,3.53,0.0,0.0,0.0,0.0,0.0
Francesco Maturi,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Matua,188.0,,181.4,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miranda Maverick,160.0,165.1,56.7,Southpaw,29.2,9.8,0.51,6.0,0.62,0.0,0.0,0.0,0.0
Nick Maximov,182.9,193.0,99.8,Southpaw,28.8,2.47,0.58,0.33,0.58,2.0,0.4,0.0,0.0
Vladimir Matyushenko,182.9,188.0,93.0,Orthodox,55.7,1.9,0.44,1.62,0.59,3.25,0.46,0.7,0.1
Elaina Maxwell,172.7,,65.8,Orthodox,47.8,2.07,0.6,2.4,0.53,0.0,0.0,0.5,1.0
Jeremy May,185.4,,83.9,,39.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al Matavao,172.7,170.2,93.0,Orthodox,32.6,7.84,0.46,6.7,0.58,0.0,0.0,0.0,0.0
Jack May,203.2,,115.7,Switch,45.4,1.52,0.38,3.29,0.33,0.91,0.33,0.2,0.0
Don'Tale Mayes,198.1,205.7,117.9,Orthodox,34.7,4.13,0.45,4.46,0.43,0.23,0.2,0.59,0.0
Brooke Mayo,170.2,,56.7,,,1.92,0.34,3.2,0.63,3.2,0.6,0.0,2.1
Gina Mazany,167.6,172.7,56.7,Southpaw,38.1,3.45,0.47,3.07,0.51,4.41,0.63,0.33,0.3
Gray Maynard,175.3,177.8,70.3,Orthodox,47.4,1.92,0.32,2.64,0.66,2.91,0.47,0.81,0.7
Scott McAfee,172.7,,70.3,Orthodox,43.1,0.0,0.0,1.33,0.5,0.0,0.0,0.0,0.0
Sabina Mazo,170.2,177.8,61.2,Orthodox,29.5,6.56,0.44,3.91,0.6,0.81,0.8,0.66,0.2
Michael McBride,185.4,,70.3,Orthodox,40.5,4.08,0.48,5.85,0.4,1.85,0.42,0.3,1.2
Bobby McAndrews,,,,Orthodox,,2.56,0.83,1.03,0.5,0.0,0.0,0.33,7.7
Ian McCall,165.1,162.6,56.7,Orthodox,42.4,3.59,0.39,3.25,0.67,2.08,0.3,0.88,0.0
Molly McCann,162.6,157.5,56.7,Orthodox,36.4,5.15,0.5,4.28,0.65,1.64,0.29,0.28,0.7
Charles McCarthy,177.8,180.3,83.9,Orthodox,46.1,0.18,0.12,4.03,0.56,2.67,0.6,0.0,2.7
Sean McCorkle,200.7,205.7,120.2,Orthodox,50.2,0.85,0.44,2.48,0.52,2.12,0.4,0.33,4.2
Kris McCray,182.9,193.0,77.1,Orthodox,45.0,2.69,0.45,2.57,0.54,2.88,0.55,0.38,0.0
Tamdan McCrory,193.0,193.0,83.9,Switch,39.9,2.07,0.49,1.6,0.46,2.28,0.5,0.33,2.5
Justin McCully,185.4,185.4,102.1,Orthodox,50.6,1.58,0.37,2.02,0.46,1.28,0.44,0.43,0.0
Michael McDonald,175.3,177.8,61.2,Orthodox,35.7,2.69,0.42,2.76,0.57,1.09,0.66,0.52,1.4
Rob McCullough,175.3,175.3,70.3,Orthodox,49.3,2.47,0.36,2.84,0.59,0.46,1.0,0.68,0.0
Robert McDaniel,190.5,190.5,83.9,Southpaw,43.4,1.64,0.44,1.98,0.56,0.93,0.5,0.5,1.4
Scott McDonald,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh McDonald,,,83.9,,,0.8,0.57,3.4,0.33,9.0,0.5,0.0,0.0
Miles McDonald,170.2,,52.2,,35.1,5.1,0.45,4.0,0.43,0.0,0.0,1.0,1.0
Justin McElfresh,198.1,,93.0,Orthodox,46.7,4.59,0.26,12.79,0.41,0.0,0.0,0.0,0.0
Drew McFedries,182.9,182.9,83.9,Southpaw,48.2,5.13,0.51,4.56,0.52,1.42,1.0,0.56,0.7
Liam McGeary,198.1,,93.0,,44.0,1.28,0.48,1.92,0.5,0.51,1.0,0.0,2.5
Gan McGee,208.3,,120.2,Orthodox,49.8,2.2,0.29,2.31,0.59,0.65,0.25,0.83,0.0
Court McGee,180.3,190.5,77.1,Orthodox,41.8,4.9,0.36,3.94,0.61,1.6,0.21,0.63,0.4
Ryan McGillivray,180.3,,77.1,,40.0,1.27,0.2,2.2,0.52,0.0,0.0,0.44,0.0
Ryan McGivern,182.9,,83.9,Orthodox,46.7,2.22,0.29,2.22,0.57,0.0,0.0,0.0,0.0
Conor McGregor,175.3,188.0,70.3,Southpaw,38.2,5.32,0.49,4.54,0.54,0.7,0.55,0.67,0.0
Jack McGlaughlin,,,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greg McIntyre,177.8,,70.3,Orthodox,46.4,0.79,0.3,1.36,0.41,5.09,0.5,0.0,0.0
AJ McKee,177.8,,65.8,,,2.75,0.32,0.92,0.8,11.01,1.0,1.0,11.0
Antonio McKee,172.7,,70.3,Southpaw,56.5,1.37,0.45,0.74,0.74,1.47,0.33,0.57,0.0
Rhys McKee,188.0,198.1,77.1,Orthodox,31.0,6.83,0.53,11.9,0.43,0.0,0.0,0.2,0.0
Tim McKenzie,182.9,188.0,83.9,Orthodox,44.2,1.37,0.54,2.96,0.44,0.0,0.0,0.28,2.1
Terrance McKinney,180.3,188.0,65.8,Switch,32.0,1.17,0.5,0.59,0.66,4.4,0.33,0.0,0.0
Cory McKenna,160.0,147.3,52.2,Orthodox,26.9,3.47,0.44,3.03,0.45,0.5,0.5,0.71,0.0
Cody McKenzie,182.9,182.9,70.3,Switch,38.8,1.74,0.34,2.5,0.67,2.5,0.25,0.14,2.5
Jason McLean,165.1,,65.8,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian McLaughlin,175.3,,70.3,,42.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garreth McLellan,185.4,182.9,83.9,Southpaw,44.1,3.56,0.54,2.94,0.45,1.15,0.22,0.34,0.9
Sara McMann,167.6,167.6,61.2,Orthodox,46.0,2.32,0.45,1.94,0.48,4.41,0.65,0.5,0.5
Charles McTorry,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel McWilliams,185.4,,83.9,,,3.36,0.77,0.0,0.0,0.0,0.0,1.0,21.6
James McSweeney,193.0,195.6,104.3,Switch,45.9,3.94,0.55,4.33,0.42,0.52,0.33,1.0,1.1
Tim Means,188.0,190.5,77.1,Orthodox,42.6,5.16,0.48,3.58,0.61,0.92,0.41,0.64,0.2
Kaline Medeiros,160.0,,52.2,,,2.06,0.7,0.29,0.83,4.41,1.0,0.0,4.4
Anistavio Medeiros,167.6,,65.8,Orthodox,38.4,3.64,0.44,5.0,0.47,0.0,0.0,0.0,0.0
Yancy Medeiros,177.8,190.5,70.3,Orthodox,39.0,4.05,0.35,5.38,0.46,0.12,0.25,0.76,0.5
Uros Medic,185.4,180.3,70.3,Southpaw,33.4,19.91,0.77,0.52,0.86,0.0,0.0,1.0,0.0
Jason Medina,175.3,,81.6,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Todd Medina,177.8,,87.5,Southpaw,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emil Meek,180.3,188.0,77.1,Switch,38.1,2.52,0.39,2.53,0.38,0.25,0.33,0.47,1.0
Sanford Alton Meeks,195.6,190.5,120.2,Orthodox,32.5,0.71,0.42,4.47,0.38,7.06,0.25,0.0,0.0
Frank Megallon,177.8,,83.9,Southpaw,,1.14,0.21,5.32,0.54,0.0,0.0,0.0,0.0
Bryce Mejia,185.4,,77.1,,,3.49,0.62,6.98,0.5,0.0,0.0,0.0,0.0
Gerald Meerschaert,185.4,195.6,83.9,Southpaw,38.8,3.3,0.42,3.61,0.51,2.33,0.43,0.46,1.7
Derrick Mehmen,193.0,,93.0,,41.3,1.93,0.14,4.53,0.48,1.0,0.16,0.0,0.0
Jordan Mein,182.9,185.4,77.1,Orthodox,37.0,3.35,0.44,2.55,0.69,1.56,0.58,0.66,0.2
Miika Mehmet,,,93.0,Orthodox,,0.33,0.12,7.29,0.24,0.0,0.0,0.0,0.0
Brian Melancon,172.7,,77.1,Orthodox,44.3,4.18,0.49,3.64,0.64,2.02,1.0,0.66,0.0
Brandon Melendez,180.3,,70.3,Southpaw,43.5,0.84,0.26,0.56,0.63,0.0,0.0,0.25,0.0
Fabio Mello,165.1,,70.3,Southpaw,,0.86,0.35,3.94,0.5,0.0,0.0,0.0,0.0
Gilbert Melendez,175.3,185.4,65.8,Orthodox,44.4,3.44,0.33,2.53,0.63,1.64,0.41,0.71,0.2
Vanessa Melo,165.1,165.1,61.2,Orthodox,38.5,3.48,0.3,6.13,0.59,0.0,0.0,0.71,0.0
Marcelo Mello,170.2,,77.1,Southpaw,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Mendes,190.5,195.6,93.0,Southpaw,45.4,1.34,0.47,6.85,0.22,2.51,0.5,1.0,0.0
Augusto Mendes,167.6,165.1,61.2,Orthodox,43.6,2.42,0.34,3.91,0.56,1.75,0.33,0.8,0.0
Chad Mendes,167.6,167.6,65.8,Orthodox,41.4,2.78,0.49,2.35,0.67,4.13,0.55,1.0,0.3
Eddie Mendez,177.8,,83.9,,42.7,1.71,0.33,3.43,0.11,0.0,0.0,0.0,0.0
Luis Mendoza,,,70.3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pietro Menga,170.2,172.7,56.7,Southpaw,38.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alonzo Menifield,182.9,193.0,93.0,Orthodox,38.9,3.34,0.47,3.72,0.45,0.0,0.0,0.85,0.0
Ivan Menjivar,167.6,162.6,65.8,Orthodox,44.3,2.78,0.37,2.76,0.65,0.56,0.28,0.38,1.0
Steve Mensing,180.3,,83.9,Orthodox,48.8,0.0,0.0,9.51,0.42,0.0,0.0,0.0,0.0
